N	id	H	soln
66	14	99	90	-162	011000011011110011001000100100111101000010100101101010100111011100
66	15	99	89	-158	000011011100001000010110000101111110110101110100010011101011000010
66	16	99	90	-162	100111011100000100011011100010111110100101001111001101100100110100
66	17	99	90	-162	001101000101001010011100110000110001000011010011111101011010010111
66	18	99	90	-162	111010000010010111000111010110101000000101101001011110101110101011
66	19	99	89	-158	001010010100000110010111010000010111101100101111011111100100001011
68	0	102	91	-160	11111110010100101011100010010101001010001100100101010111000010110100
68	1	102	93	-168	01001100101111101110010111001001000010110011110001101010001111001100
68	2	102	92	-164	11011101000010000101000101011110110011011110101100010101110101001110
68	3	102	93	-168	00101111110010100111101100010101100010111111101111010010000010110010
68	4	102	92	-164	01010101010101010001100001010011011101000110111001111010111101010000
68	5	102	93	-168	00000100111001010001101100101111000110101100001010011010001001011101
68	6	102	92	-164	01010001111111001000011111101011001101001110000000111110110001001000
68	7	102	94	-172	01111000011100100001110101101101111101010100100000101111101101001100
68	8	102	93	-168	11110111111001100000100101011000010100100010010101111101100000111110
68	9	102	92	-164	10011111100101111100110001011011101000100100011100100011100100001001
68	10	102	94	-172	00001001100111100110001101010100001101011001011001010111101011110010
68	11	102	93	-168	00011011111100100110010011010100110100011101010110111010100000001111
68	12	102	92	-164	11111010000111010010010111111000001101000010101110111100101011011000
68	13	102	95	-176	10011001011101011111100100101101010000001010001010010110110000011110
68	14	102	92	-164	00000101100111010110110011011110001100100011001011111000011000110110
68	15	102	93	-168	01100010000000111011100111000110000010001101011111010111100010111100
68	16	102	95	-176	00110100110101011111101100011001110100100101001100101111000010001011
68	17	102	91	-160	11100011111011001010010010010101011111111010000100101001100010101001
68	18	102	92	-164	00010011010100110010110010011111110101101000010100000000111111011110
68	19	102	92	-164	00110101000011110110011010010101011011110101000110000100001011110000
70	0	105	94	-166	0111000010010100110001101111010011010000011111100000010011110100001111
70	1	105	97	-178	1101011111100010010101011111100101001010000100101010110101101000101000
70	2	105	95	-170	0100111001011110011011010010001110011010011011010001111111100001001010
70	3	105	94	-166	1110110110011000101000010010111011100011110001100000110100010011101111
70	4	105	93	-162	0010011110001011000100010111101011011100011101100010110111110110100001
70	5	105	93	-162	0001101110100001110010011111011000000110101100010110110110011010011010
70	6	105	96	-174	0100101011110001111001001001000011011001111010010111011000001001011010
70	7	105	96	-174	0100011010010101111100010000111100100111101100101011001000110100010011
70	8	105	96	-174	0001111001110111001111110111100000011000011011010100101010001000110110
70	9	105	94	-166	1101001110010110000000010110000100001100011101110010010101110011111110
70	10	105	95	-170	0100100010011000000111010011001011101101101011011000010100111011101110
70	11	105	94	-166	1010101111111000010001001010111011010111101010000000011100101101011001
70	12	105	97	-178	0101011100010001101100101001011100000001111100001001110001111011111001
70	13	105	95	-170	0100111001001000100000010011100100111111000101001010111111110010011110
70	14	105	95	-170	1001001101101101111111011001101001111000010000011010110001100111010001
70	15	105	95	-170	0111001011110101011101100101101000011001100011110000111100100101100000
70	16	105	97	-178	0100000011110110011111010001110000100000110001101011100100101101011111
70	17	105	95	-170	1110001100000010101100111111101010010110101100100100010011100000001011
70	18	105	97	-178	1100010001101010110101000111101101011010100010110101001011010001100110
70	19	105	96	-174	0110010001010100101111000000010110010011111001111001110101001010101111
72	0	108	98	-176	000001111110110111011001011011000010100101101001001100011010011000110011
72	1	108	100	-184	001101010101001000110011011111100010100011101100100110111010111001001110
72	2	108	99	-180	100100110100110110010110111010001001111101100011001100101011011001010100
72	3	108	97	-172	011110001011010000010010011011101101000000011111011011010000111101000110
72	4	108	102	-192	000111100011101001101000011000001110010000000111011111110111001101000111
72	5	108	98	-176	011001010111001001100000011101111001101011110000000000101110111110101001
72	6	108	96	-168	101101000010110011101010111000111001010010001100101001100110000001101101
72	7	108	98	-176	110101110110000001011100010000010111000101110111101001000101111010100101
72	8	108	98	-176	011111000001000011110111011010101000101111000101100011001100111000011010
72	9	108	99	-180	111000101011001111100101010111110011010101101010110010001101000100101011
72	10	108	99	-180	011010111011010101100101010001010101000110010011110110011001010101001101
72	11	108	99	-180	010000100011100100010101101011000110101100001101110011011100111010100110
72	12	108	98	-176	111011000100001111001110111100010100110110001100101110101101001010000010
72	13	108	98	-176	111000110000011011011111101001001010101100101110100001010101000010010111
72	14	108	97	-172	110111001010111110010100011001100100011001100010000101000110101101111000
72	15	108	98	-176	011101011010000100111110101100011100001000111001110101111001010100110011
72	16	108	98	-176	110110100100110110010011001101011000000000011000111010000010111010101111
72	17	108	97	-172	011001000111011011110101001001001111010011000010100011110110011000111001
72	18	108	99	-180	111100101101100001101111001010100110011100001000011001011100000111010100
72	19	108	97	-172	110001101010100000001100100110110110101011111110000011101110010010010001
74	0	111	100	-178	01010001011101000010101101001010010110000011110011010011100110111011101000
74	1	111	101	-182	01011011100010100100010111110100110000101100000100011100001111010011010110
74	2	111	99	-174	10101110010001010001001000111001011111010101110111100010110111000010011000
74	3	111	101	-182	01110111010101101100010011100111001000110000010100010111011001100011010000
74	4	111	101	-182	10100101101000011100100111001100001010110101110100000101101010111001111100
74	5	111	102	-186	11001000011111010101001101001110000101100101110100100101101101001100001100
74	6	111	100	-178	00001111101101100010100010001100111011011001110101011001110100000101001001
74	7	111	101	-182	00010110001100100000110011010001000111011010111100001110000011111110100110
74	8	111	101	-182	10101111110110010000110011010011101001100001110001100110001010010110110010
74	9	111	98	-170	10011011001011101100110110110110000101011000010010100100000000110101110111
74	10	111	101	-182	10100001010011100010110011111000110001010110101110001010101100011011101001
74	11	111	101	-182	00010010111100101101000000110011110111001011110011010111010010101001011000
74	12	111	100	-178	01100110010000011001100011100101001010101101011010111011110100000001100111
74	13	111	99	-174	11010011111000101001110000110010111100011000100110011010101011101100111100
74	14	111	102	-186	01001110110001110011000001100101001100010101111101110010111001000100110100
74	15	111	101	-182	01010011100000111100111011000110101001011110001010111010010000001010111101
74	16	111	100	-178	11110010000001000110111101111110010110101000100000000101111101101100100010
74	17	111	102	-186	11101100101001110010000101100110000110010101001110000100111100110011100110
74	18	111	99	-174	01011101100100011101100101101001001101001000000011101010001011011101110011
74	19	111	100	-178	11100101111100111101010001010001001010001010000111101111000010010011110000
76	0	114	104	-188	0001011011111001101111010101010101100001011001100100101111011000101100101001
76	1	114	106	-196	1100010000110010111000111110111010010110010100111011011011001010111001000000
76	2	114	104	-188	0001100010111101010011011111000010010000011100001010110011001110101011101110
76	3	114	105	-192	1110100010001110101001101110110101000110001001110010000101110111010111001010
76	4	114	104	-188	1110100010110001010000100000101110011100111001011001111010011000001111000011
76	5	114	104	-188	1110011000110010110001010000110001011000010100111110010000111100101110111101
76	6	114	103	-184	1010111101000010010011011100111001011100000110001001010000010101101100111011
76	7	114	104	-188	0101111000101101011001111010010111010001100010110101100001011011010001110000
76	8	114	102	-180	0111010110101000010100100001111100000111001001110000101110101110111100110100
76	9	114	103	-184	0100011001111010010011010101111111001011001100100101010110001010001001101011
76	10	114	102	-180	0001100111111100000010001000011100111000010101100111111011110110000011010101
76	11	114	104	-188	1101100010001110010000011100111110010000011000101101000011001011011101111101
76	12	114	104	-188	0010101101100011110100001011011011101001010100100111001101010011011010011101
76	13	114	103	-184	1001010001110101010011011000110011011011110000101100100110000110111110110100
76	14	114	102	-180	1100000010001111100101010000011011000110001100010110110110111100110010101111
76	15	114	103	-184	0010011111011110100010101100110001101001000100011111010110110110000011100101
76	16	114	103	-184	0111101111110110010101110111000000110001001100011110101010000010001100000101
76	17	114	104	-188	0001011011111110101001101100100001011100001110110010110010101010011000100101
76	18	114	103	-184	0110010101111010100001001100100000010011000010100111111101111101110001010111
76	19	114	104	-188	1110100110000111011011101111001000000011010001100001100001101110111001100000
78	0	117	105	-186	111001000110001000101010000100100110111101111110101010101110101010110100010001
78	1	117	106	-190	000000100001100110101111111000111001111100010100011111110011100100001110011100
78	2	117	109	-202	111000011101100101000011101001010111000100011111010100101001010000100100110101
78	3	117	105	-186	001001010111010000001000100111110111000101001011110101000111100001111001100100
78	4	117	105	-186	101111111101111010110111101000011100100011100100010100111100011001000000000100
78	5	117	107	-194	100111010001000010010100000111100111010011101011111111000110000110100111110000
78	6	117	105	-186	010101000100011010010011101000110110001001010111110101011101000011101001001111
78	7	117	106	-190	110000110100101101101011111111101100010011100010010111100000010110111000010100
78	8	117	106	-190	010010010001011000110000001011001010000010101111011111110010011111001110110100
78	9	117	109	-202	000011101110010000101111001100111101111000010011011000101111100001000100100111
78	10	117	108	-198	111110011000111010101100001001011000110011000011001011010100101001011010011100
78	11	117	107	-194	110011110001100000010001011011011111001000101011110011100001000011011010011110
78	12	117	106	-190	010101100101110010001011010010110110000100101001101011111110101010000110101101
78	13	117	106	-190	011110110100000110011110110001101010111001001011010011110100011000111101001000
78	14	117	106	-190	001011001010100001101101111111011100001100010110101101110100110110010100000011
78	15	117	106	-190	001010111010010101011100000101011010010110111101011101001110110110010010000011
78	16	117	106	-190	111011011100100011000000011010010101101001010100110011011000101001110110101100
78	17	117	105	-186	011110110101010100110001001011101110010000111110110011000100010000111011110110
78	18	117	107	-194	110011010011010110100111100100101101001101010110111110000010111001110001110000
78	19	117	106	-190	001011111010010000010110100010010111110110101100100010011111001011011000010001
80	0	120	110	-200	01110001001101010001010111011110010100110001010110000111110010111000011110110011
80	1	120	110	-200	11010110100111011110101011001010010001101101010011001010110100010010010010000010
80	2	120	109	-196	01100110101010110001101010110011000110000010010000010111110011001101100101111100
80	3	120	109	-196	10010011100100010110111000100011101111101010011010110100100100010001011001110010
80	4	120	109	-196	00101010101101100100100000111110011011001010011111110110001010100001101011010101
80	5	120	110	-200	00000110101001001101111001111000101000000111111111001011110001111010100011001110
80	6	120	109	-196	11100000000011101000000011000000011101111111000111110101011101000111001101011001
80	7	120	108	-192	01111100111010100010101111110101100011100010101001100101111000011000000100100101
80	8	120	109	-196	01111010010010110100001010011100010101101110101000000111101111001001101111000011
80	9	120	111	-204	11101101000001001110001101000100001001001111001101110101000111001110010010011110
80	10	120	110	-200	01100000111011101011001001110110011111111100001010001000011110011101100100110100
80	11	120	109	-196	10111100011110101011110011100000111100111000010011000010000010100010011101101001
80	12	120	109	-196	01101011101010010001010101001111011111100001010001110111110010001101011000010100
80	13	120	111	-204	11000000110010100111101101101010110000000011110011110010011111110110111100010000
80	14	120	107	-188	01000001110100010101101001010011001010110110111110001010101110001000101010111100
80	15	120	110	-200	01010111001011100110010110100110000110011100000111010010100111110001001100010010
80	16	120	109	-196	00101011000100110000110101101111100010101100101101100110001101000111000110101001
80	17	120	109	-196	11101011001010101010110000000001100100011011111111110011101101000011100010010000
80	18	120	110	-200	00010000111010011010011011011010011101111100110100100000000110010110111001011110
80	19	120	109	-196	11001101111100100001010110011110010011001011101011110101000000000011011000101001
82	0	123	113	-206	1000100011001111001110000110011000010000100100111000101111100100111110101011010100
82	1	123	112	-202	0100011111001001111111011101011101011000100001000110000010000011011111010111100100
82	2	123	112	-202	0011011101100100011010111100110010000000111000000000101000101111010110011100111111
82	3	123	113	-206	1000101100010111111010110000011101001001101000100000001111100111110010011001110101
82	4	123	114	-210	0111001111110010010101011001010011011100011111010001000101011011100000110111000010
82	5	123	112	-202	0110010000110111101001110101101110000101111101111000100000101100000011010011110000
82	6	123	113	-206	0001110100001010110111101000110010101000101100001000100111111010000110111100011010
